"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M"
"0500000US18019","Clark County, Indiana","45905","1254","42569","1413","35077","1662","2049","726","38462","1713","4354","1136","29565","2094","576","306","749","361","0","198","3336","779","35450","1980","36","64","35414","1980","31994","2008","5369","1215","28008","1959","3331","736","10455","1779","5568","1099","0","198","2420","543","3148","997","23630","1842","36","64","17751","1791","5843","1497","16707","1473","0","198","15243","1503","1464","692","(X)","(X)","92.7","1.7","76.4","2.9","4.5","1.6","83.8","2.7","9.5","2.5","64.4","3.9","1.3","0.7","1.6","0.8","0.0","0.4","7.3","1.7","77.2","3.8","0.1","0.1","77.1","3.8","69.7","3.9","11.7","2.6","61.0","4.1","7.3","1.6","22.8","3.8","(X)","(X)","0.0","2.9","43.5","10.0","56.5","10.0","(X)","(X)","0.2","0.3","75.1","5.7","24.7","5.8","(X)","(X)","0.0","1.0","91.2","4.0","8.8","4.0"
"0500000US18035","Delaware County, Indiana","45311","1941","40470","2135","34638","2246","2103","582","36614","2146","3431","997","26879","1944","517","280","762","351","0","198","4841","950","36070","2122","119","194","35951","2122","32322","2066","5191","984","29042","1982","4043","921","9241","1682","10223","1425","0","198","6427","1229","3796","990","23428","2075","119","194","18422","1945","4887","1266","11660","1267","0","198","11102","1263","558","343","(X)","(X)","89.3","2.1","76.4","3.2","4.6","1.3","80.8","2.7","7.6","2.1","59.3","3.8","1.1","0.6","1.7","0.8","0.0","0.4","10.7","2.1","79.6","3.5","0.3","0.4","79.3","3.5","71.3","3.7","11.5","2.2","64.1","3.3","8.9","2.0","20.4","3.5","(X)","(X)","0.0","1.6","62.9","8.1","37.1","8.1","(X)","(X)","0.5","0.8","78.6","4.9","20.9","4.9","(X)","(X)","0.0","1.4","95.2","2.9","4.8","2.9"
"0500000US18039","Elkhart County, Indiana","73660","1927","66826","2173","53499","2434","2969","756","61103","2447","9019","1449","43571","2617","932","477","1804","854","0","198","6834","1294","62584","2306","164","163","62420","2312","55224","2900","11336","2058","48123","2054","4940","1222","11076","1632","8962","1309","0","198","6843","1205","2119","677","38104","2318","164","163","31450","2179","6490","1198","26594","2047","0","198","24127","2056","2467","792","(X)","(X)","90.7","1.7","72.6","3.0","4.0","1.0","83.0","2.2","12.2","1.9","59.2","3.0","1.3","0.6","2.4","1.2","0.0","0.2","9.3","1.7","85.0","2.2","0.2","0.2","84.7","2.2","75.0","3.2","15.4","2.7","65.3","2.4","6.7","1.7","15.0","2.2","(X)","(X)","0.0","1.8","76.4","7.0","23.6","7.0","(X)","(X)","0.4","0.4","82.5","2.9","17.0","2.9","(X)","(X)","0.0","0.6","90.7","2.9","9.3","2.9"
"0500000US18043","Floyd County, Indiana","30300","992","28457","1110","23851","1280","1382","471","26356","1126","2752","862","19297","1184","148","168","757","357","0","198","1843","448","24880","1276","65","107","24815","1282","22110","1472","3679","742","19863","1212","2720","644","5420","995","3772","775","0","198","2216","611","1556","540","13207","1067","65","107","10371","1044","2771","672","13321","1074","0","198","12228","1121","1093","552","(X)","(X)","93.9","1.5","78.7","3.6","4.6","1.5","87.0","2.0","9.1","2.8","63.7","3.2","0.5","0.6","2.5","1.2","0.0","0.5","6.1","1.5","82.1","3.2","0.2","0.4","81.9","3.3","73.0","4.0","12.1","2.4","65.6","3.5","9.0","2.1","17.9","3.2","(X)","(X)","0.0","4.2","58.7","11.3","41.3","11.3","(X)","(X)","0.5","0.8","78.5","4.8","21.0","4.8","(X)","(X)","0.0","1.2","91.8","4.1","8.2","4.1"
"0500000US18053","Grant County, Indiana","26923","973","23694","1196","18466","1345","1746","571","20205","1270","3330","997","14388","1277","258","190","887","495","43","74","3229","867","20537","1183","59","85","20478","1182","16591","1086","3560","725","15493","1139","2357","704","6386","1006","5227","969","0","198","3029","798","2198","635","15093","1465","59","85","11454","1302","3580","745","6603","1115","0","198","5995","1058","608","346","(X)","(X)","88.0","3.2","68.6","4.5","6.5","2.1","75.0","3.6","12.4","3.6","53.4","4.5","1.0","0.7","3.3","1.8","0.2","0.3","12.0","3.2","76.3","3.6","0.2","0.3","76.1","3.6","61.6","3.5","13.2","2.6","57.5","3.8","8.8","2.6","23.7","3.6","(X)","(X)","0.0","3.1","57.9","10.0","42.1","10.0","(X)","(X)","0.4","0.6","75.9","4.4","23.7","4.4","(X)","(X)","0.0","2.4","90.8","5.0","9.2","5.0"
"0500000US18057","Hamilton County, Indiana","122876","1759","119943","1809","112872","2257","1648","618","115914","2017","4092","1451","100000","2654","328","329","3947","1219","0","198","2933","803","115893","2090","109","126","115784","2105","111278","2305","9310","1734","103947","2583","9055","1771","6983","1320","7081","1586","51","68","5396","1434","1634","650","38022","2890","0","198","33899","2829","4123","1194","77773","2924","58","105","76489","2857","1226","816","(X)","(X)","97.6","0.6","91.9","1.4","1.3","0.5","94.3","1.1","3.3","1.2","81.4","1.9","0.3","0.3","3.2","1.0","0.0","0.1","2.4","0.6","94.3","1.1","0.1","0.1","94.2","1.1","90.6","1.5","7.6","1.4","84.6","1.8","7.4","1.4","5.7","1.1","(X)","(X)","0.7","1.0","76.2","8.7","23.1","8.5","(X)","(X)","0.0","0.4","89.2","3.0","10.8","3.0","(X)","(X)","0.1","0.1","98.3","1.0","1.6","1.0"
"0500000US18059","Hancock County, Indiana","29605","726","27986","950","23774","1550","1251","571","25468","1117","2775","1176","20152","1501","219","223","407","347","0","198","1619","647","24691","1406","114","197","24577","1420","21193","1695","2748","1052","20860","1603","2381","856","4914","1223","2682","860","0","198","1323","516","1359","821","13177","1515","114","197","10455","1599","2608","945","13746","1543","0","198","12799","1560","947","598","(X)","(X)","94.5","2.2","80.3","4.7","4.2","1.9","86.0","3.2","9.4","4.0","68.1","4.9","0.7","0.8","1.4","1.2","0.0","0.5","5.5","2.2","83.4","4.1","0.4","0.7","83.0","4.2","71.6","5.5","9.3","3.6","70.5","4.9","8.0","2.9","16.6","4.1","(X)","(X)","0.0","5.9","49.3","19.8","50.7","19.8","(X)","(X)","0.9","1.5","79.3","7.1","19.8","6.9","(X)","(X)","0.0","1.2","93.1","4.3","6.9","4.3"
"0500000US18063","Hendricks County, Indiana","60368","1368","58917","1345","53151","1597","1828","611","54813","1721","2986","954","46876","1911","593","409","1287","648","0","198","1451","545","54973","1705","95","137","54878","1709","49829","2058","3969","985","48289","1944","6602","1415","5395","1416","3555","1134","0","198","2679","952","876","537","23619","2035","95","137","20483","2065","3041","861","33194","2006","0","198","31716","2049","1478","821","(X)","(X)","97.6","0.9","88.0","2.1","3.0","1.0","90.8","2.1","4.9","1.6","77.7","2.8","1.0","0.7","2.1","1.1","0.0","0.3","2.4","0.9","91.1","2.3","0.2","0.2","90.9","2.3","82.5","3.1","6.6","1.6","80.0","3.0","10.9","2.4","8.9","2.3","(X)","(X)","0.0","4.5","75.4","12.6","24.6","12.6","(X)","(X)","0.4","0.6","86.7","3.7","12.9","3.6","(X)","(X)","0.0","0.5","95.5","2.4","4.5","2.4"
"0500000US18067","Howard County, Indiana","35139","1401","32794","1493","27267","1639","1995","627","29459","1541","3546","1088","20091","1568","310","202","656","391","37","64","2345","706","27907","1627","0","198","27907","1627","24537","1664","4488","975","21800","1537","2754","819","7232","1287","5639","1064","0","198","3419","873","2220","831","16917","1853","0","198","13346","1626","3571","1006","12583","1486","0","198","11142","1338","1441","764","(X)","(X)","93.3","2.0","77.6","4.0","5.7","1.8","83.8","2.6","10.1","2.9","57.2","4.2","0.9","0.6","1.9","1.1","0.1","0.2","6.7","2.0","79.4","3.5","0.0","0.5","79.4","3.5","69.8","3.9","12.8","2.7","62.0","3.7","7.8","2.3","20.6","3.5","(X)","(X)","0.0","2.8","60.6","12.0","39.4","12.0","(X)","(X)","0.0","1.0","78.9","5.2","21.1","5.2","(X)","(X)","0.0","1.3","88.5","5.6","11.5","5.6"
"0500000US18081","Johnson County, Indiana","57504","1377","54724","1579","47899","2194","2078","824","51062","1547","4173","1222","41627","1943","382","280","1487","755","0","198","2780","838","52408","1717","155","134","52253","1706","48726","1993","4440","1205","45737","1600","5214","1584","5096","1254","4711","1254","36","63","3133","1024","1542","712","26923","2453","119","145","23859","2139","2945","973","25870","2499","0","198","25261","2542","609","470","(X)","(X)","95.2","1.5","83.3","2.9","3.6","1.4","88.8","2.1","7.3","2.1","72.4","3.3","0.7","0.5","2.6","1.3","0.0","0.3","4.8","1.5","91.1","2.2","0.3","0.2","90.9","2.1","84.7","2.9","7.7","2.0","79.5","2.7","9.1","2.7","8.9","2.2","(X)","(X)","0.8","1.4","66.5","12.3","32.7","12.7","(X)","(X)","0.4","0.6","88.6","3.2","10.9","3.2","(X)","(X)","0.0","0.6","97.6","1.8","2.4","1.8"
"0500000US18085","Kosciusko County, Indiana","30798","1441","28537","1444","23308","1451","1715","646","25641","1520","2562","766","20164","1472","304","217","505","307","0","198","2261","556","25328","1311","149","134","25179","1332","21837","1418","4059","875","19337","1546","2997","831","5470","1060","3489","598","0","198","2152","538","1337","446","16532","1590","55","79","12682","1274","3795","1001","10777","1240","94","106","10345","1214","338","204","(X)","(X)","92.7","1.8","75.7","3.2","5.6","2.1","83.3","2.7","8.3","2.4","65.5","4.0","1.0","0.7","1.6","1.0","0.0","0.5","7.3","1.8","82.2","3.1","0.5","0.4","81.8","3.2","70.9","3.8","13.2","2.9","62.8","4.3","9.7","2.7","17.8","3.1","(X)","(X)","0.0","4.5","61.7","11.2","38.3","11.2","(X)","(X)","0.3","0.5","76.7","5.2","23.0","5.0","(X)","(X)","0.9","1.0","96.0","2.2","3.1","1.8"
"0500000US18089","Lake County, Indiana","186769","2797","165964","3412","131048","3367","9123","1202","151954","3347","21627","2319","108776","4150","2072","595","4078","908","0","198","20805","2565","156083","3507","334","188","155749","3533","138711","3560","20502","2226","126224","3489","13905","2018","30686","2582","30222","2506","108","135","18162","2014","11952","1655","87442","3650","127","122","71839","3889","15476","2012","69105","3147","99","116","65748","3048","3258","829","(X)","(X)","88.9","1.3","70.2","1.6","4.9","0.6","81.4","1.5","11.6","1.2","58.2","2.0","1.1","0.3","2.2","0.5","0.0","0.1","11.1","1.3","83.6","1.4","0.2","0.1","83.4","1.4","74.3","1.5","11.0","1.2","67.6","1.6","7.4","1.1","16.4","1.4","(X)","(X)","0.4","0.4","60.1","4.4","39.5","4.4","(X)","(X)","0.1","0.1","82.2","2.3","17.7","2.3","(X)","(X)","0.1","0.2","95.1","1.1","4.7","1.2"
"0500000US18091","LaPorte County, Indiana","43122","1279","39774","1427","31576","1745","2683","735","35297","1259","5301","1142","24166","1314","170","131","821","378","0","198","3348","702","35375","1797","110","125","35265","1767","24372","1675","5353","987","27542","1662","2875","691","7747","1511","7642","1313","0","198","4849","984","2793","798","21519","1847","110","125","17355","1923","4054","1088","13961","1428","0","198","13061","1344","900","505","(X)","(X)","92.2","1.6","73.2","3.4","6.2","1.7","81.9","2.2","12.3","2.7","56.0","2.7","0.4","0.3","1.9","0.9","0.0","0.4","7.8","1.6","82.0","3.5","0.3","0.3","81.8","3.4","56.5","3.7","12.4","2.2","63.9","3.5","6.7","1.6","18.0","3.5","(X)","(X)","0.0","2.1","63.5","8.1","36.5","8.1","(X)","(X)","0.5","0.6","80.6","4.9","18.8","5.0","(X)","(X)","0.0","1.2","93.6","3.4","6.4","3.4"
"0500000US18095","Madison County, Indiana","50426","1409","44764","1620","34817","1723","2256","587","40954","1775","6032","1197","28293","1663","529","349","728","393","0","198","5662","1024","41076","1760","118","123","40958","1750","36768","1693","5582","1126","33133","1910","4024","748","9350","1376","9272","1341","0","198","5408","985","3864","922","26949","1823","118","123","21887","1610","4944","903","14205","1488","0","198","13663","1518","542","347","(X)","(X)","88.8","2.0","69.0","3.1","4.5","1.2","81.2","2.6","12.0","2.3","56.1","3.2","1.0","0.7","1.4","0.8","0.0","0.3","11.2","2.0","81.5","2.7","0.2","0.2","81.2","2.6","72.9","2.7","11.1","2.2","65.7","3.3","8.0","1.5","18.5","2.7","(X)","(X)","0.0","1.7","58.3","7.4","41.7","7.4","(X)","(X)","0.4","0.5","81.2","3.0","18.3","3.0","(X)","(X)","0.0","1.1","96.2","2.5","3.8","2.5"
"0500000US18097","Marion County, Indiana","373634","3704","332773","4632","269755","5324","15174","2136","308405","4719","41981","3755","199925","5564","2837","742","5705","1315","175","201","40861","3746","303446","5153","455","303","302991","5175","276148","5425","46551","3760","245760","5184","22909","2261","70188","4551","71785","4330","23","36","43510","3400","28252","3309","190339","5898","260","209","153830","5975","36249","3567","111510","4834","172","223","105651","4465","5687","1534","(X)","(X)","89.1","1.0","72.2","1.3","4.1","0.6","82.5","1.1","11.2","1.0","53.5","1.4","0.8","0.2","1.5","0.3","0.0","0.1","10.9","1.0","81.2","1.2","0.1","0.1","81.1","1.2","73.9","1.4","12.5","1.0","65.8","1.3","6.1","0.6","18.8","1.2","(X)","(X)","0.0","0.1","60.6","3.6","39.4","3.6","(X)","(X)","0.1","0.1","80.8","1.8","19.0","1.8","(X)","(X)","0.2","0.2","94.7","1.3","5.1","1.3"
"0500000US18105","Monroe County, Indiana","57102","1586","53973","1620","48841","1919","1800","612","50386","1701","2633","955","37402","2035","637","363","859","466","0","198","3129","754","50408","1770","0","198","50408","1770","45898","2050","3244","845","46056","1939","2833","768","6694","1210","12292","1757","0","198","9885","1661","2407","843","26824","2459","0","198","23300","2285","3524","779","17986","1818","0","198","17223","1865","763","407","(X)","(X)","94.5","1.3","85.5","2.5","3.2","1.1","88.2","1.8","4.6","1.7","65.5","3.2","1.1","0.6","1.5","0.8","0.0","0.3","5.5","1.3","88.3","2.1","0.0","0.3","88.3","2.1","80.4","2.6","5.7","1.5","80.7","2.6","5.0","1.3","11.7","2.1","(X)","(X)","0.0","1.3","80.4","6.4","19.6","6.4","(X)","(X)","0.0","0.6","86.9","2.7","13.1","2.7","(X)","(X)","0.0","0.9","95.8","2.3","4.2","2.3"
"0500000US18109","Morgan County, Indiana","25968","910","23482","1230","19334","1384","1275","492","21024","1199","1495","585","16887","1534","313","336","262","178","0","198","2486","840","22458","1217","121","134","22337","1195","19719","1306","4848","1075","15031","1304","4006","966","3510","851","3266","801","0","198","2432","684","834","484","10809","1350","108","139","8462","1214","2239","720","11893","1269","13","23","11443","1225","437","328","(X)","(X)","90.4","3.2","74.5","4.4","4.9","1.9","81.0","3.5","5.8","2.2","65.0","5.3","1.2","1.3","1.0","0.7","0.0","0.6","9.6","3.2","86.5","3.3","0.5","0.5","86.0","3.3","75.9","4.2","18.7","4.1","57.9","4.6","15.4","3.7","13.5","3.3","(X)","(X)","0.0","4.9","74.5","13.0","25.5","13.0","(X)","(X)","1.0","1.3","78.3","6.0","20.7","6.0","(X)","(X)","0.1","0.2","96.2","2.7","3.7","2.7"
"0500000US18127","Porter County, Indiana","66144","1137","60782","1452","52843","2167","2895","791","56175","1580","4858","1371","39972","2407","315","266","959","455","0","198","5362","1149","57305","1885","143","139","57162","1897","40828","2689","4830","1214","50303","2120","3253","750","8839","1695","8361","1574","24","39","5755","1240","2582","969","28289","2029","119","133","23378","2126","4792","1185","29494","1796","0","198","28029","1640","1465","680","(X)","(X)","91.9","1.7","79.9","3.0","4.4","1.2","84.9","2.0","7.3","2.1","60.4","3.4","0.5","0.4","1.4","0.7","0.0","0.2","8.1","1.7","86.6","2.5","0.2","0.2","86.4","2.5","61.7","4.0","7.3","1.8","76.1","3.1","4.9","1.1","13.4","2.5","(X)","(X)","0.3","0.5","68.8","9.4","30.9","9.4","(X)","(X)","0.4","0.5","82.6","4.1","16.9","4.1","(X)","(X)","0.0","0.5","95.0","2.2","5.0","2.2"
"0500000US18141","St. Joseph County, Indiana","107730","1563","97565","1994","80442","2743","5280","1200","88498","2363","11620","1648","63328","2852","1403","495","2118","579","36","58","10165","1337","87669","2373","475","327","87194","2403","75894","2676","14059","1979","68734","2482","9017","1285","20061","2015","17789","1890","0","198","10121","1523","7668","1241","52006","2747","360","272","41647","2739","9999","1597","37935","2244","115","160","35426","2171","2394","984","(X)","(X)","90.6","1.2","74.7","2.2","4.9","1.1","82.1","1.8","10.8","1.5","58.8","2.4","1.3","0.5","2.0","0.5","0.0","0.1","9.4","1.2","81.4","1.9","0.4","0.3","80.9","1.9","70.4","2.2","13.1","1.8","63.8","2.1","8.4","1.2","18.6","1.9","(X)","(X)","0.0","0.9","56.9","5.6","43.1","5.6","(X)","(X)","0.7","0.5","80.1","3.0","19.2","3.0","(X)","(X)","0.3","0.4","93.4","2.5","6.3","2.5"
"0500000US18157","Tippecanoe County, Indiana","70446","1881","67482","2105","55108","2608","2581","592","63728","2169","7445","1563","44926","2629","191","138","1165","459","0","198","2964","730","61188","2302","56","96","61132","2303","53629","2541","7708","1587","50299","2172","4292","842","9258","1616","13000","1843","0","198","8845","1642","4155","1365","34909","2021","56","96","30818","1728","4035","946","22537","1741","0","198","21469","1759","1068","537","(X)","(X)","95.8","1.1","78.2","2.9","3.7","0.8","90.5","1.5","10.6","2.2","63.8","3.4","0.3","0.2","1.7","0.7","0.0","0.2","4.2","1.1","86.9","2.3","0.1","0.1","86.8","2.3","76.1","3.0","10.9","2.2","71.4","2.9","6.1","1.2","13.1","2.3","(X)","(X)","0.0","1.2","68.0","9.0","32.0","9.0","(X)","(X)","0.2","0.3","88.3","2.4","11.6","2.4","(X)","(X)","0.0","0.7","95.3","2.4","4.7","2.4"
"0500000US18163","Vanderburgh County, Indiana","75058","2145","67730","2229","53018","2588","3035","740","61424","2365","9397","1704","43982","2605","970","576","1425","491","0","198","7328","1100","62740","2315","137","172","62603","2362","53630","2401","8935","1488","51487","2465","3456","778","12318","1498","14039","1547","38","60","8275","1366","5726","977","36445","2093","99","163","30528","2155","5818","1165","24574","2027","0","198","23800","1990","774","349","(X)","(X)","90.2","1.4","70.6","2.7","4.0","1.0","81.8","1.8","12.5","2.2","58.6","3.1","1.3","0.8","1.9","0.6","0.0","0.2","9.8","1.4","83.6","1.9","0.2","0.2","83.4","2.0","71.5","2.4","11.9","2.0","68.6","2.4","4.6","1.0","16.4","1.9","(X)","(X)","0.3","0.4","58.9","6.2","40.8","6.1","(X)","(X)","0.3","0.4","83.8","3.2","16.0","3.1","(X)","(X)","0.0","0.7","96.9","1.4","3.1","1.4"
"0500000US18167","Vigo County, Indiana","43262","1224","41034","1305","32699","1800","2792","740","36424","1274","4384","1084","27328","1618","620","445","754","471","43","69","2228","589","38168","1243","30","51","38138","1243","33053","1414","5962","1134","30276","1510","2788","711","5094","1026","8287","1291","0","198","6129","1180","2158","695","22268","1985","30","51","19550","2024","2688","866","12707","1438","0","198","12459","1430","248","173","(X)","(X)","94.8","1.4","75.6","3.6","6.5","1.7","84.2","2.0","10.1","2.5","63.2","3.5","1.4","1.0","1.7","1.1","0.1","0.2","5.2","1.4","88.2","2.3","0.1","0.1","88.2","2.3","76.4","2.7","13.8","2.6","70.0","3.2","6.4","1.7","11.8","2.3","(X)","(X)","0.0","1.9","74.0","7.6","26.0","7.6","(X)","(X)","0.1","0.2","87.8","3.9","12.1","3.9","(X)","(X)","0.0","1.3","98.0","1.3","2.0","1.3"
"0500000US18177","Wayne County, Indiana","28338","1083","25039","1239","19429","1358","1989","624","22105","1117","3341","931","15535","1327","247","163","505","335","24","39","3299","737","21907","1263","107","101","21800","1263","19640","1270","5397","1157","13915","1263","2724","750","6431","1202","5221","1051","0","198","2944","741","2277","666","16430","1370","107","101","12448","1241","3875","1014","6687","949","0","198","6408","915","279","260","(X)","(X)","88.4","2.6","68.6","4.4","7.0","2.1","78.0","2.9","11.8","3.2","54.8","4.5","0.9","0.6","1.8","1.2","0.1","0.1","11.6","2.6","77.3","4.0","0.4","0.4","76.9","4.0","69.3","4.1","19.0","3.9","49.1","4.6","9.6","2.7","22.7","4.0","(X)","(X)","0.0","3.1","56.4","8.8","43.6","8.8","(X)","(X)","0.7","0.6","75.8","5.5","23.6","5.5","(X)","(X)","0.0","2.4","95.8","3.7","4.2","3.7"
"0500000US19013","Black Hawk County, Iowa","53386","1370","48181","1631","40238","1963","2242","598","44320","1774","5115","1158","32880","1897","375","229","1046","532","0","163","5205","1063","45365","1541","173","246","45192","1581","41037","1646","7815","1015","35916","1626","2615","599","8021","1085","9482","1344","173","246","6252","1170","3057","692","26427","1923","0","163","22162","1863","4265","887","17477","1349","0","163","16778","1389","699","329","(X)","(X)","90.3","2.0","75.4","2.9","4.2","1.1","83.0","2.3","9.6","2.1","61.6","3.0","0.7","0.4","2.0","1.0","0.0","0.2","9.7","2.0","85.0","2.0","0.3","0.5","84.7","2.0","76.9","2.4","14.6","1.8","67.3","2.6","4.9","1.1","15.0","2.0","(X)","(X)","1.8","2.6","65.9","6.7","32.2","6.4","(X)","(X)","0.0","0.4","83.9","3.2","16.1","3.2","(X)","(X)","0.0","0.6","96.0","1.9","4.0","1.9"
